motor_l ,motar_r ,motor_l_lowpass ,motor_r_lowpass
470, 999, 416.305664, 416.305664
482, 1012, 432.646210, 432.646210
494, 1039, 448.475159, 448.475159
517, 1050, 463.921783, 463.921783
529, 1074, 479.737152, 479.737152
552, 1086, 496.041565, 496.041565
564, 1098, 512.756104, 512.756104
588, 1120, 529.822815, 529.822815
599, 1133, 547.145386, 547.145386
621, 1156, 564.467834, 564.467834
633, 1168, 581.663269, 581.663269
655, 1192, 598.783386, 598.783386
666, 1203, 615.802185, 615.802185
691, 1229, 632.850159, 632.850159
703, 1240, 650.184631, 650.184631
726, 1264, 667.753113, 667.753113
736, 1274, 685.259338, 685.259338
746, 1298, 701.779724, 701.779724
768, 1309, 717.230652, 717.230652
780, 1332, 732.633606, 732.633606
801, 1344, 748.334778, 748.334778
813, 1357, 764.303406, 764.303406
835, 1383, 780.527100, 780.527100
847, 1396, 797.001282, 797.001282
870, 1418, 813.724792, 813.724792
882, 1433, 830.697449, 830.697449
904, 1455, 847.805054, 847.805054
917, 1467, 864.985962, 864.985962
940, 1491, 882.320801, 882.320801
952, 1501, 899.796204, 899.796204
972, 1525, 917.148071, 917.148071
985, 1537, 934.218384, 934.218384
996, 1560, 950.571167, 950.571167
1020, 1574, 966.366089, 966.366089
1031, 1586, 982.402100, 982.402100
1054, 1609, 998.784973, 998.784973
1066, 1621, 1015.464172, 1015.464172
1089, 1645, 1032.415527, 1032.415527
1100, 1657, 1049.513062, 1049.513062
1121, 1679, 1066.517700, 1066.517700
1132, 1691, 1083.271118, 1083.271118
1155, 1717, 1099.902100, 1099.902100
1165, 1728, 1116.530396, 1116.530396
1178, 1753, 1132.561157, 1132.561157
1199, 1766, 1148.025513, 1148.025513
1211, 1778, 1163.633179, 1163.633179
1234, 1802, 1179.601685, 1179.601685
1245, 1815, 1195.964966, 1195.964966
1269, 1839, 1212.641968, 1212.641968
1281, 1849, 1229.653564, 1229.653564
1305, 1872, 1246.986084, 1246.986084
1316, 1884, 1264.505249, 1264.505249
1337, 1909, 1281.903442, 1281.903442
1349, 1920, 1299.010132, 1299.010132
1362, 1946, 1315.445435, 1315.445435
1385, 1957, 1331.430664, 1331.430664
1396, 1981, 1347.643188, 1347.643188
1420, 1993, 1364.158325, 1364.158325
1432, 2005, 1381.041870, 1381.041870
1453, 2027, 1398.113403, 1398.113403
1464, 2039, 1415.052002, 1415.052002
1486, 2064, 1431.801025, 1431.801025
1500, 2080, 1448.616455, 1448.616455
1512, 2104, 1465.153320, 1465.153320
1535, 2119, 1481.323853, 1481.323853
1546, 2130, 1497.645020, 1497.645020
1569, 2154, 1514.166138, 1514.166138
1578, 2166, 1530.740601, 1530.740601
1603, 2190, 1547.316040, 1547.316040
1614, 2202, 1564.107056, 1564.107056
1638, 2225, 1581.179688, 1581.179688
1650, 2237, 1598.487671, 1598.487671
1672, 2261, 1615.907593, 1615.907593
1683, 2273, 1633.208862, 1633.208862
1694, 2284, 1649.669800, 1649.669800
1718, 2310, 1665.400269, 1665.400269
1730, 2322, 1681.396973, 1681.396973
1753, 2345, 1697.870605, 1697.870605
1764, 2356, 1714.655151, 1714.655151
1787, 2379, 1731.577637, 1731.577637
1799, 2391, 1748.615967, 1748.615967
1822, 2416, 1765.795532, 1765.795532
1831, 2428, 1782.919067, 1782.919067
1853, 2452, 1799.717407, 1799.717407
1865, 2464, 1816.305420, 1816.305420
1887, 2490, 1832.934448, 1832.934448
1899, 2502, 1849.662964, 1849.662964
1910, 2525, 1865.855713, 1865.855713
1931, 2537, 1881.348022, 1881.348022
1941, 2549, 1896.711914, 1896.711914
1966, 2574, 1912.303955, 1912.303955
1978, 2585, 1928.511963, 1928.511963
2001, 2607, 1945.301025, 1945.301025
2013, 2619, 1962.414429, 1962.414429
2036, 2644, 1979.708618, 1979.708618
2048, 2657, 1997.103027, 1997.103027
2071, 2682, 2014.552734, 2014.552734
2082, 2693, 2031.975830, 2031.975830
2104, 2716, 2049.241699, 2049.241699
2116, 2728, 2066.350586, 2066.350586
2128, 2751, 2082.824463, 2082.824463
2152, 2764, 2098.792236, 2098.792236
2162, 2787, 2114.975830, 2114.975830
2184, 2799, 2131.294189, 2131.294189
2195, 2811, 2147.637207, 2147.637207
2217, 2838, 2164.026611, 2164.026611
2228, 2851, 2180.457520, 2180.457520
2251, 2874, 2196.976562, 2196.976562
2263, 2886, 2213.690430, 2213.690430
2283, 2910, 2230.468994, 2230.468994
2295, 2922, 2247.091553, 2247.091553
2319, 2944, 2263.761475, 2263.761475
2331, 2956, 2280.751953, 2280.751953
2343, 2980, 2297.378418, 2297.378418
2365, 2993, 2313.423828, 2313.423828
2378, 3004, 2329.589600, 2329.589600
2400, 3030, 2346.096924, 2346.096924
2411, 3040, 2362.813477, 2362.813477
2434, 3065, 2379.598633, 2379.598633
2445, 3074, 2396.455322, 2396.455322
2469, 3099, 2413.425049, 2413.425049
2480, 3111, 2430.550781, 2430.550781
2503, 3135, 2447.750977, 2447.750977
2516, 3145, 2465.043945, 2465.043945
2537, 3171, 2482.413574, 2482.413574
2548, 3184, 2499.609131, 2499.609131
2571, 3209, 2516.602295, 2516.602295
2582, 3222, 2533.545410, 2533.545410
2594, 3244, 2549.863281, 2549.863281
2615, 3257, 2565.484863, 2565.484863
2626, 3269, 2581.063965, 2581.063965
2649, 3293, 2596.845459, 2596.845459
2660, 3305, 2612.963867, 2612.963867
2682, 3327, 2629.322510, 2629.322510
2694, 3339, 2645.839355, 2645.839355
2710, 3355, 2662.170654, 2662.170654
2736, 3380, 2678.722168, 2678.722168
2748, 3393, 2696.125732, 2696.125732
2768, 3417, 2713.787354, 2713.787354
2780, 3429, 2731.143311, 2731.143311
2804, 3450, 2748.338867, 2748.338867
2814, 3463, 2765.563721, 2765.563721
2838, 3486, 2782.749512, 2782.749512
2848, 3497, 2799.885742, 2799.885742
2872, 3523, 2816.981445, 2816.981445
2884, 3535, 2834.162354, 2834.162354
2895, 3561, 2850.814453, 2850.814453
2917, 3572, 2866.719971, 2866.719971
2928, 3585, 2882.562012, 2882.562012
2950, 3609, 2898.540527, 2898.540527
2961, 3621, 2914.679199, 2914.679199
2984, 3643, 2931.004395, 2931.004395
2995, 3655, 2947.538330, 2947.538330
3018, 3679, 2964.239990, 2964.239990
3028, 3690, 2981.001953, 2981.001953
3052, 3714, 2997.781250, 2997.781250
3064, 3727, 3014.733887, 3014.733887
3089, 3751, 3032.033447, 3032.033447
3100, 3763, 3049.649414, 3049.649414
3112, 3788, 3066.700195, 3066.700195
3132, 3799, 3082.846191, 3082.846191
3145, 3809, 3098.773438, 3098.773438
3168, 3834, 3114.947021, 3114.947021
3181, 3846, 3131.608643, 3131.608643
3203, 3871, 3148.655762, 3148.655762
3215, 3882, 3165.858154, 3165.858154
3239, 3906, 3183.174805, 3183.174805
3250, 3920, 3200.625488, 3200.625488
3272, 3945, 3218.013428, 3218.013428
3283, 3958, 3235.185547, 3235.185547
3305, 3981, 3252.148926, 3252.148926
3315, 3993, 3268.895996, 3268.895996
3327, 4017, 3284.846191, 3284.846191
3350, 4028, 3300.193848, 3300.193848
3361, 4051, 3315.816162, 3315.816162
3381, 4063, 3331.660156, 3331.660156
3394, 4076, 3347.603516, 3347.603516
3418, 4100, 3363.933594, 3363.933594
3431, 4113, 3380.868652, 3380.868652
3455, 4135, 3398.330078, 3398.330078
3467, 4147, 3416.118652, 3416.118652
3488, 4171, 3433.877441, 3433.877441
3500, 4182, 3451.344238, 3451.344238
3523, 4206, 3468.628906, 3468.628906
3534, 4218, 3485.860107, 3485.860107
3558, 4241, 3503.084473, 3503.084473
3570, 4254, 3520.431396, 3520.431396
3581, 4280, 3537.221924, 3537.221924
3605, 4293, 3553.341064, 3553.341064
3616, 4316, 3569.596680, 3569.596680
3637, 4330, 3586.006104, 3586.006104
3648, 4340, 3602.367432, 3602.367432
3671, 4364, 3618.750977, 3618.750977
3682, 4377, 3635.285156, 3635.285156
3705, 4398, 3651.970703, 3651.970703
3714, 4411, 3668.658936, 3668.658936
3737, 4436, 3685.194580, 3685.194580
3749, 4448, 3701.740967, 3701.740967
3773, 4473, 3718.569336, 3718.569336
3786, 4483, 3735.802979, 3735.802979
3798, 4508, 3752.755127, 3752.755127
3820, 4519, 3769.130615, 3769.130615
3832, 4543, 3785.495361, 3785.495361
3855, 4554, 3802.063232, 3802.063232
3865, 4566, 3818.789062, 3818.789062
3888, 4591, 3835.510010, 3835.510010
3900, 4604, 3852.297607, 3852.297607
3912, 4631, 3868.640625, 3868.640625
3940, 4646, 3884.788574, 3884.788574
3952, 4658, 3901.767334, 3901.767334
3975, 4681, 3919.380615, 3919.380615
3984, 4693, 3936.973877, 3936.973877
4006, 4717, 3954.144043, 3954.144043
4017, 4729, 3970.935791, 3970.935791
4041, 4751, 3987.675049, 3987.675049
4051, 4764, 4004.520996, 4004.520996
4073, 4789, 4021.320801, 4021.320801
4085, 4800, 4038.043213, 4038.043213
4097, 4826, 4054.240234, 4054.240234
4121, 4838, 4070.024658, 4070.024658
4133, 4860, 4086.206543, 4086.206543
4158, 4872, 4102.972656, 4102.972656
4168, 4884, 4120.184082, 4120.184082
4191, 4907, 4137.471680, 4137.471680
4202, 4919, 4154.662109, 4154.662109
4224, 4943, 4171.728027, 4171.728027
4235, 4954, 4188.635254, 4188.635254
4259, 4980, 4205.523926, 4205.523926
4271, 4992, 4222.608398, 4222.608398
4295, 5018, 4239.959961, 4239.959961
4308, 5031, 4257.592285, 4257.592285
4330, 5053, 4275.389648, 4275.389648
4341, 5065, 4293.054199, 4293.054199
4363, 5089, 4310.419434, 4310.419434
4374, 5101, 4327.509766, 4327.509766
4386, 5111, 4343.822266, 4343.822266
4407, 5135, 4359.398438, 4359.398438
4419, 5148, 4374.988770, 4374.988770
4441, 5171, 4390.852051, 4390.852051
4453, 5185, 4407.051758, 4407.051758
4477, 5208, 4423.645020, 4423.645020
4489, 5220, 4440.670898, 4440.670898
4512, 5244, 4457.983398, 4457.983398
4524, 5257, 4475.420410, 4475.420410
4547, 5279, 4492.910156, 4492.910156
4558, 5291, 4510.363281, 4510.363281
4580, 5314, 4527.649902, 4527.649902
4592, 5327, 4544.771973, 4544.771973
4614, 5354, 4561.825684, 4561.825684
4628, 5366, 4578.966797, 4578.966797
4639, 5379, 4595.702637, 4595.702637
4663, 5403, 4611.935547, 4611.935547
4676, 5413, 4628.438965, 4628.438965
4697, 5437, 4645.304688, 4645.304688
4707, 5449, 4662.131836, 4662.131836
4729, 5472, 4678.706055, 4678.706055
4741, 5484, 4695.199219, 4695.199219
4764, 5509, 4711.846191, 4711.846191
4774, 5520, 4728.619141, 4728.619141
4798, 5546, 4745.425781, 4745.425781
4808, 5558, 4762.289062, 4762.289062
4831, 5581, 4779.145508, 4779.145508
4844, 5592, 4796.094238, 4796.094238
4866, 5615, 4813.254883, 4813.254883
4878, 5627, 4830.497559, 4830.497559
4890, 5651, 4847.139160, 4847.139160
4913, 5663, 4863.189453, 4863.189453
4923, 5674, 4879.298828, 4879.298828
4947, 5700, 4895.574707, 4895.574707
4959, 5711, 4912.178711, 4912.178711
4983, 5738, 4929.194824, 4929.194824
4995, 5751, 4946.552734, 4946.552734
5018, 5774, 4964.096680, 4964.096680
5029, 5785, 4981.627930, 4981.627930
5053, 5809, 4999.095703, 4999.095703
5064, 5821, 5016.557617, 5016.557617
5084, 5844, 5033.801758, 5033.801758
5097, 5856, 5050.706055, 5050.706055
5118, 5881, 5067.486328, 5067.486328
5130, 5891, 5084.230469, 5084.230469
5146, 5909, 5100.625488, 5100.625488
5155, 5933, 5116.211426, 5116.211426
5178, 5944, 5131.274902, 5131.274902
5190, 5968, 5146.584473, 5146.584473
5215, 5980, 5162.580078, 5162.580078
5225, 6002, 5179.224121, 5179.224121
5250, 6014, 5196.244141, 5196.244141
5260, 6026, 5213.479492, 5213.479492
5283, 6053, 5230.724609, 5230.724609
5294, 6064, 5247.862793, 5247.862793
5317, 6090, 5264.943848, 5264.943848
5329, 6102, 5282.051758, 5282.051758
5353, 6126, 5299.317871, 5299.317871
5366, 6139, 5316.855957, 5316.855957
5388, 6161, 5334.577637, 5334.577637
5400, 6173, 5352.245117, 5352.245117
5422, 6197, 5369.749512, 5369.749512
5434, 6210, 5387.098145, 5387.098145
5445, 6233, 5403.699707, 5403.699707
5466, 6245, 5419.450195, 5419.450195
5478, 6257, 5435.086914, 5435.086914
5501, 6282, 5451.007324, 5451.007324
5511, 6293, 5467.254883, 5467.254883
5534, 6317, 5483.652832, 5483.652832
5545, 6330, 5500.176758, 5500.176758
5568, 6353, 5516.846680, 5516.846680
5580, 6365, 5533.693848, 5533.693848
5605, 6389, 5550.855957, 5550.855957
5615, 6400, 5568.299805, 5568.299805
5639, 6426, 5585.779785, 5585.779785
5650, 6438, 5603.220703, 5603.220703
5662, 6465, 5619.982422, 5619.982422
5686, 6477, 5636.103516, 5636.103516
5698, 6487, 5652.482422, 5652.482422
5720, 6511, 5669.191895, 5669.191895
5732, 6522, 5686.062500, 5686.062500
5755, 6546, 5703.066406, 5703.066406
5765, 6558, 5720.109375, 5720.109375
5788, 6581, 5737.043457, 5737.043457
5799, 6594, 5753.909180, 5753.909180
5820, 6618, 5770.676758, 5770.676758
5834, 6631, 5787.417969, 5787.417969
5855, 6653, 5804.328613, 5804.328613
5867, 6666, 5821.309570, 5821.309570
5889, 6689, 5838.260742, 5838.260742
5901, 6702, 5855.218750, 5855.218750
5913, 6725, 5871.620117, 5871.620117
5935, 6736, 5887.439941, 5887.439941
5947, 6761, 5903.374023, 5903.374023
5972, 6774, 5919.758301, 5919.758301
5984, 6785, 5936.751953, 5936.751953
6006, 6813, 5954.088867, 5954.088867
6016, 6826, 5971.331543, 5971.331543
6039, 6849, 5988.325195, 5988.325195
6052, 6861, 6005.313965, 6005.313965
6076, 6884, 6022.593750, 6022.593750
6088, 6896, 6040.178223, 6040.178223
6110, 6919, 6057.830078, 6057.830078
6122, 6931, 6075.354980, 6075.354980
6145, 6956, 6092.786621, 6092.786621
6156, 6967, 6110.155762, 6110.155762
6165, 6979, 6126.626953, 6126.626953
6190, 7004, 6142.178223, 6142.178223
6201, 7016, 6157.928223, 6157.928223
6223, 7040, 6174.078125, 6174.078125
6233, 7050, 6190.363770, 6190.363770
6255, 7074, 6206.625488, 6206.625488
6266, 7087, 6222.880859, 6222.880859
6291, 7110, 6239.365723, 6239.365723
6303, 7123, 6256.320312, 6256.320312
6326, 7149, 6273.645508, 6273.645508
6338, 7160, 6291.115234, 6291.115234
6350, 7174, 6308.006836, 6308.006836
6375, 7200, 6324.369141, 6324.369141
6388, 7215, 6341.137207, 6341.137207
6411, 7237, 6358.415039, 6358.415039
6423, 7249, 6375.943848, 6375.943848
6448, 7273, 6393.652832, 6393.652832
6457, 7285, 6411.424316, 6411.424316
6482, 7308, 6429.040527, 6429.040527
6493, 7321, 6446.591797, 6446.591797
6503, 7343, 6463.374512, 6463.374512
6525, 7358, 6479.144531, 6479.144531
6536, 7370, 6494.751465, 6494.751465
6559, 7392, 6510.579102, 6510.579102
6571, 7404, 6526.795410, 6526.795410
6591, 7426, 6543.243164, 6543.243164
6603, 7439, 6559.655762, 6559.655762
6626, 7463, 6576.139160, 6576.139160
6636, 7474, 6592.764160, 6592.764160
6660, 7500, 6609.459961, 6609.459961
6673, 7514, 6626.418457, 6626.418457
6697, 7539, 6643.806152, 6643.806152
6710, 7551, 6661.568359, 6661.568359
6721, 7573, 6678.862305, 6678.862305
6742, 7586, 6695.279297, 6695.279297
6754, 7610, 6711.423828, 6711.423828
6779, 7622, 6727.807129, 6727.807129
6790, 7632, 6744.685547, 6744.685547
6815, 7656, 6761.959473, 6761.959473
6825, 7668, 6779.454102, 6779.454102
6849, 7692, 6796.956543, 6796.956543
6860, 7704, 6814.406738, 6814.406738
6882, 7729, 6831.744629, 6831.744629
6891, 7741, 6848.749512, 6848.749512
6915, 7765, 6865.437500, 6865.437500
6926, 7775, 6882.115234, 6882.115234
6949, 7799, 6898.923828, 6898.923828
6958, 7811, 6915.702637, 6915.702637
6981, 7835, 6932.298340, 6932.298340
6994, 7848, 6948.939453, 6948.939453
7006, 7874, 6965.279785, 6965.279785
7029, 7886, 6981.235352, 6981.235352
7043, 7899, 6997.556152, 6997.556152
7065, 7923, 7014.422363, 7014.422363
7077, 7935, 7031.585449, 7031.585449
7099, 7958, 7048.795410, 7048.795410
7111, 7970, 7065.974121, 7065.974121
7134, 7992, 7083.165039, 7083.165039
7145, 8004, 7100.376953, 7100.376953
7171, 8029, 7117.720215, 7117.720215
7182, 8040, 7135.368164, 7135.368164
7204, 8064, 7153.068848, 7153.068848
7217, 8077, 7170.628418, 7170.628418
7227, 8101, 7187.452637, 7187.452637
7249, 8113, 7203.379883, 7203.379883
7261, 8135, 7219.196289, 7219.196289
7282, 8147, 7235.199707, 7235.199707
7294, 8170, 7251.371094, 7251.371094
7316, 8182, 7267.723633, 7267.723633
7327, 8195, 7284.220703, 7284.220703
7350, 8221, 7300.818359, 7300.818359
7363, 8234, 7317.653809, 7317.653809
7386, 8259, 7334.823730, 7334.823730
7399, 8271, 7352.278809, 7352.278809
7423, 8294, 7369.996094, 7369.996094
7433, 8307, 7387.796875, 7387.796875
7456, 8331, 7405.383789, 7405.383789
7468, 8343, 7422.782715, 7422.782715
7479, 8364, 7439.471680, 7439.471680
7502, 8377, 7455.413086, 7455.413086
7514, 8401, 7471.454590, 7471.454590
7538, 8413, 7487.916992, 7487.916992
7548, 8426, 7504.734863, 7504.734863
7574, 8450, 7521.809082, 7521.809082
7588, 8466, 7539.397461, 7539.397461
7599, 8490, 7556.823730, 7556.823730
7620, 8500, 7573.483887, 7573.483887
7632, 8524, 7589.845703, 7589.845703
7654, 8536, 7606.218262, 7606.218262
7666, 8547, 7622.740234, 7622.740234
7688, 8573, 7639.416504, 7639.416504
7699, 8586, 7656.156250, 7656.156250
7723, 8610, 7672.975098, 7672.975098
7736, 8624, 7690.088867, 7690.088867
7759, 8648, 7707.548340, 7707.548340
7771, 8659, 7725.171387, 7725.171387
7794, 8683, 7742.815430, 7742.815430
7805, 8696, 7760.378906, 7760.378906
7828, 8717, 7777.794922, 7777.794922
7839, 8729, 7795.081055, 7795.081055
7852, 8754, 7811.697266, 7811.697266
7876, 8766, 7827.823242, 7827.823242
7887, 8790, 7844.248047, 7844.248047
7913, 8802, 7861.117188, 7861.117188
7922, 8814, 7878.369141, 7878.369141
7945, 8838, 7895.615234, 7895.615234
7957, 8848, 7912.750488, 7912.750488
7977, 8873, 7929.770996, 7929.770996
7989, 8885, 7946.529785, 7946.529785
8012, 8908, 7963.220703, 7963.220703
8024, 8921, 7980.081055, 7980.081055
8044, 8945, 7996.965820, 7996.965820
8056, 8957, 8013.659180, 8013.659180
8080, 8985, 8030.373535, 8030.373535
8092, 8997, 8047.392578, 8047.392578
8104, 9020, 8064.036621, 8064.036621
8127, 9032, 8080.149414, 8080.149414
8139, 9044, 8096.438965, 8096.438965
8163, 9066, 8113.112793, 8113.112793
8174, 9078, 8130.141113, 8130.141113
8198, 9102, 8147.377930, 8147.377930
8210, 9115, 8164.792969, 8164.792969
8232, 9138, 8182.279297, 8182.279297
8245, 9151, 8199.735352, 8199.735352
8268, 9175, 8217.254883, 8217.254883
8281, 9187, 8234.904297, 8234.904297
8302, 9209, 8252.559570, 8252.559570
8313, 9221, 8269.956055, 8269.956055
8334, 9246, 8286.966797, 8286.966797
8346, 9256, 8303.701172, 8303.701172
8369, 9282, 8320.426758, 8320.426758
8380, 9293, 8337.272461, 8337.272461
8391, 9319, 8353.504883, 8353.504883
8413, 9331, 8369.006836, 8369.006836
8424, 9345, 8384.541016, 8384.541016
8449, 9368, 8400.479492, 8400.479492
8461, 9381, 8417.060547, 8417.060547
8486, 9404, 8434.257812, 8434.257812
8498, 9415, 8451.926758, 8451.926758
8520, 9438, 8469.744141, 8469.744141
8531, 9451, 8487.364258, 8487.364258
8555, 9475, 8504.791016, 8504.791016
8565, 9487, 8522.130859, 8522.130859
8590, 9512, 8539.428711, 8539.428711
8604, 9524, 8556.993164, 8556.993164
8615, 9548, 8574.277344, 8574.277344
8638, 9560, 8590.910156, 8590.910156
8650, 9582, 8607.509766, 8607.509766
8671, 9594, 8624.196289, 8624.196289
8682, 9605, 8640.810547, 8640.810547
8704, 9630, 8657.324219, 8657.324219
8716, 9643, 8673.870117, 8673.870117
8738, 9666, 8690.531250, 8690.531250
8749, 9679, 8707.247070, 8707.247070
8772, 9707, 8723.990234, 8723.990234
8783, 9717, 8740.802734, 8740.802734
8796, 9729, 8757.111328, 8757.111328
8824, 9757, 8773.271484, 8773.271484
8837, 9769, 8790.385742, 8790.385742
8860, 9793, 8808.253906, 8808.253906
8871, 9805, 8826.246094, 8826.246094
8894, 9828, 8844.048828, 8844.048828
8905, 9841, 8861.622070, 8861.622070
8927, 9866, 8878.946289, 8878.946289
8940, 9876, 8896.134766, 8896.134766
8953, 9890, 8912.846680, 8912.846680
8978, 9912, 8929.268555, 8929.268555
8988, 9925, 8946.034180, 8946.034180
9012, 9948, 8963.008789, 8963.008789
9023, 9961, 8980.104492, 8980.104492
9045, 9985, 8997.217773, 8997.217773
